Id,Age,Attrition,BusinessTravel,E,Department,DistanceFromHome,Education,Education_code,EducationField,EmployeeNumber,EnvironmentSatisfaction,EnvironmentSatisfaction_code,Gender,HourlyRate,JobInvolvement,JobInvolvement_code,JobLevel,JobRole,JobSatisfaction,JobSatisfaction_code,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,PerformanceRating_code,RelationshipSatisfaction,RelationshipSatisfaction_code,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,WorkLifeBalance_code,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
233,26,No,Travel_Rarely,1355,Human Resources,25,Below College,1,Life Sciences,177,High,3,Female,61,High,3,1,Human Resources,High,3,Married,2942,8916,1,No,23,Outstanding,4,Very High,4,1,8,3,Better,3,8,7,5,7
234,35,Yes,Travel_Rarely,1204,Sales,4,Bachelor,3,Technical Degree,1100,Very High,4,Male,86,High,3,3,Sales Executive,Low,1,Single,9582,10333,0,Yes,22,Outstanding,4,Low,1,0,9,2,Better,3,8,7,4,7
235,53,No,Travel_Rarely,1084,Research & Development,13,College,2,Medical,250,Very High,4,Female,57,Very High,4,2,Manufacturing Director,Low,1,Divorced,4450,26250,1,No,11,Excellent,3,High,3,2,5,3,Better,3,4,2,1,3
236,47,No,Travel_Rarely,1180,Research & Development,25,Bachelor,3,Medical,1993,Low,1,Male,84,High,3,3,Healthcare Representative,High,3,Single,8633,13084,2,No,23,Outstanding,4,Medium,2,0,25,3,Better,3,17,14,12,11
237,36,No,Travel_Frequently,1480,Research & Development,3,College,2,Medical,238,Very High,4,Male,30,High,3,1,Laboratory Technician,Medium,2,Single,2088,15062,4,No,12,Excellent,3,High,3,0,13,3,Good,2,8,7,7,2
238,30,No,Travel_Rarely,1288,Sales,29,Master,4,Technical Degree,1568,High,3,Male,33,High,3,3,Sales Executive,Medium,2,Married,9250,17799,3,No,12,Excellent,3,Medium,2,1,9,3,Better,3,4,2,1,3
239,32,No,Travel_Rarely,371,Sales,19,Bachelor,3,Life Sciences,1739,Very High,4,Male,80,Low,1,3,Sales Executive,High,3,Married,9610,3840,3,No,13,Excellent,3,High,3,1,10,2,Bad,1,4,3,0,2
240,35,No,Travel_Rarely,538,Research & Development,25,College,2,Other,652,Low,1,Male,54,Medium,2,2,Laboratory Technician,Very High,4,Single,3681,14004,4,No,14,Excellent,3,Very High,4,0,9,3,Better,3,3,2,0,2
241,45,No,Travel_Rarely,1329,Research & Development,2,College,2,Other,1635,Very High,4,Female,59,Medium,2,2,Manufacturing Director,Very High,4,Divorced,5770,5388,1,No,19,Excellent,3,Low,1,2,10,3,Better,3,10,7,3,9
242,25,Yes,Travel_Rarely,867,Sales,19,College,2,Marketing,952,High,3,Male,36,Medium,2,1,Sales Representative,Medium,2,Married,2413,18798,1,Yes,18,Excellent,3,High,3,3,1,2,Better,3,1,0,0,0
243,26,No,Travel_Rarely,474,Research & Development,3,Bachelor,3,Life Sciences,1581,Low,1,Female,89,High,3,1,Research Scientist,Very High,4,Married,2061,11133,1,No,21,Outstanding,4,Low,1,0,1,5,Better,3,1,0,0,0
244,18,No,Travel_Rarely,812,Sales,10,Bachelor,3,Medical,411,Very High,4,Female,69,Medium,2,1,Sales Representative,High,3,Single,1200,9724,1,No,12,Excellent,3,Low,1,0,0,2,Better,3,0,0,0,0
245,26,No,Travel_Rarely,192,Research & Development,1,College,2,Medical,1083,Low,1,Male,59,Medium,2,1,Laboratory Technician,Low,1,Married,3955,11141,1,No,16,Excellent,3,Low,1,2,6,2,Better,3,5,3,1,3
246,41,No,Travel_Rarely,263,Research & Development,6,Bachelor,3,Medical,957,Very High,4,Male,59,High,3,1,Laboratory Technician,Low,1,Single,4721,3119,2,Yes,13,Excellent,3,High,3,0,20,3,Better,3,18,13,2,17
247,35,No,Travel_Rarely,195,Sales,1,Bachelor,3,Medical,620,Low,1,Female,80,High,3,2,Sales Executive,High,3,Single,4859,6698,1,No,16,Excellent,3,Very High,4,0,5,3,Better,3,5,4,0,3
248,35,No,Travel_Rarely,1402,Sales,28,Master,4,Life Sciences,1554,Medium,2,Female,98,Medium,2,1,Sales Representative,High,3,Married,2430,26204,0,No,23,Outstanding,4,Low,1,2,6,5,Better,3,5,3,4,2
249,36,No,Travel_Rarely,1278,Human Resources,8,Bachelor,3,Life Sciences,878,Low,1,Male,77,Medium,2,1,Human Resources,Low,1,Married,2342,8635,0,No,21,Outstanding,4,High,3,0,6,3,Better,3,5,4,0,3
250,48,No,Travel_Rarely,530,Sales,29,Below College,1,Medical,473,Low,1,Female,91,High,3,3,Manager,High,3,Married,12504,23978,3,No,21,Outstanding,4,Medium,2,1,15,3,Bad,1,0,0,0,0
251,32,No,Travel_Rarely,929,Sales,10,Bachelor,3,Marketing,722,Very High,4,Male,55,High,3,2,Sales Executive,Very High,4,Single,5396,21703,1,No,12,Excellent,3,Very High,4,0,10,2,Good,2,10,7,0,8
252,45,No,Non-Travel,1052,Sales,6,Bachelor,3,Medical,302,Very High,4,Female,57,Medium,2,3,Sales Executive,Very High,4,Single,8865,16840,6,No,12,Excellent,3,Very High,4,0,23,2,Better,3,19,7,12,8
253,44,No,Travel_Rarely,625,Research & Development,4,Bachelor,3,Medical,852,Very High,4,Male,50,High,3,2,Healthcare Representative,Medium,2,Single,5933,5197,9,No,12,Excellent,3,Very High,4,0,10,2,Good,2,5,2,2,3
254,34,No,Travel_Rarely,181,Research & Development,2,Master,4,Medical,1755,Very High,4,Male,97,Very High,4,1,Research Scientist,Very High,4,Married,2932,5586,0,Yes,14,Excellent,3,Low,1,3,6,3,Better,3,5,0,1,2
255,44,No,Travel_Rarely,477,Research & Development,7,Master,4,Medical,36,Low,1,Female,42,Medium,2,3,Healthcare Representative,Very High,4,Married,10248,2094,3,No,14,Excellent,3,Very High,4,1,24,4,Better,3,22,6,5,17
256,31,No,Travel_Rarely,1082,Research & Development,1,Master,4,Medical,95,High,3,Male,87,High,3,1,Research Scientist,Medium,2,Single,2501,18775,1,No,17,Excellent,3,Medium,2,0,1,4,Better,3,1,1,1,0
257,26,No,Travel_Frequently,575,Research & Development,1,College,2,Life Sciences,792,Low,1,Female,71,Low,1,1,Laboratory Technician,Very High,4,Divorced,4364,5288,3,No,14,Excellent,3,Low,1,1,5,2,Better,3,2,2,2,0
258,36,No,Travel_Rarely,1299,Research & Development,27,Bachelor,3,Medical,13,High,3,Male,94,High,3,2,Healthcare Representative,High,3,Married,5237,16577,6,No,13,Excellent,3,Medium,2,2,17,3,Good,2,7,7,7,7
259,28,Yes,Non-Travel,1366,Research & Development,24,College,2,Technical Degree,1082,Medium,2,Male,72,Medium,2,3,Healthcare Representative,Low,1,Single,8722,12355,1,No,12,Excellent,3,Low,1,0,10,2,Good,2,10,7,1,9
260,44,No,Travel_Rarely,1037,Research & Development,1,Bachelor,3,Medical,2020,Medium,2,Male,42,High,3,1,Research Scientist,Very High,4,Single,2436,13422,6,Yes,12,Excellent,3,High,3,0,6,2,Better,3,4,3,1,2
261,37,No,Travel_Rarely,1115,Research & Development,1,Master,4,Life Sciences,77,Low,1,Male,51,Medium,2,2,Manufacturing Director,High,3,Divorced,5993,2689,1,No,18,Excellent,3,High,3,1,7,2,Best,4,7,5,0,7
262,45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,3,Marketing,1277,Low,1,Female,94,Low,1,5,Manager,Medium,2,Single,18824,2493,2,Yes,16,Excellent,3,Low,1,0,26,2,Better,3,24,10,1,11
263,32,No,Travel_Rarely,601,Sales,7,Doctor,5,Marketing,1446,Very High,4,Male,97,High,3,2,Sales Executive,Very High,4,Married,9204,23343,4,No,12,Excellent,3,High,3,1,7,3,Good,2,4,3,0,3
264,37,No,Travel_Rarely,1470,Research & Development,10,Bachelor,3,Medical,1640,Medium,2,Female,71,High,3,1,Research Scientist,Medium,2,Married,3936,9953,1,No,11,Excellent,3,Low,1,1,8,2,Bad,1,8,4,7,7
265,36,No,Travel_Frequently,469,Research & Development,3,Bachelor,3,Technical Degree,1257,High,3,Male,46,High,3,1,Research Scientist,Medium,2,Married,3692,9256,1,No,12,Excellent,3,High,3,0,12,2,Good,2,11,10,0,7
266,46,No,Travel_Rarely,566,Research & Development,7,College,2,Medical,1007,Very High,4,Male,75,High,3,3,Manufacturing Director,High,3,Divorced,10845,24208,6,No,13,Excellent,3,Medium,2,1,13,3,Better,3,8,7,0,7
267,30,No,Travel_Rarely,1358,Research & Development,24,Below College,1,Life Sciences,11,Very High,4,Male,67,High,3,1,Laboratory Technician,High,3,Divorced,2693,13335,1,No,22,Outstanding,4,Medium,2,1,1,2,Better,3,1,0,0,0
268,49,No,Travel_Rarely,527,Research & Development,8,College,2,Other,944,Low,1,Female,51,High,3,3,Laboratory Technician,Medium,2,Married,7403,22477,4,No,11,Excellent,3,High,3,1,29,3,Good,2,26,9,1,7
269,32,Yes,Travel_Rarely,1045,Sales,4,Master,4,Medical,291,Very High,4,Male,32,Low,1,3,Sales Executive,Very High,4,Married,10400,25812,1,No,11,Excellent,3,High,3,0,14,2,Good,2,14,8,9,8
270,47,No,Travel_Rarely,359,Research & Development,2,Master,4,Medical,1443,Low,1,Female,82,High,3,4,Research Director,High,3,Married,17169,26703,3,No,19,Excellent,3,Medium,2,2,26,2,Best,4,20,17,5,6
271,58,No,Travel_Frequently,1216,Research & Development,15,Master,4,Life Sciences,1837,Low,1,Male,87,High,3,4,Research Director,High,3,Married,15787,21624,2,Yes,14,Excellent,3,Medium,2,0,23,3,Better,3,2,2,2,2
272,30,No,Travel_Rarely,1358,Sales,16,Below College,1,Life Sciences,1479,Very High,4,Male,96,High,3,2,Sales Executive,High,3,Married,5301,2939,8,No,15,Excellent,3,High,3,2,4,2,Good,2,2,1,2,2
273,30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,3,Human Resources,1747,High,3,Female,66,Medium,2,1,Human Resources,Very High,4,Divorced,2180,9732,6,No,11,Excellent,3,High,3,1,6,0,Good,2,4,2,1,2
274,36,No,Travel_Rarely,852,Research & Development,5,Master,4,Life Sciences,51,Medium,2,Female,82,Medium,2,1,Research Scientist,Low,1,Married,3419,13072,9,Yes,14,Excellent,3,Very High,4,1,6,3,Best,4,1,1,0,0
275,21,Yes,Travel_Rarely,1427,Research & Development,18,Below College,1,Other,923,Very High,4,Female,65,High,3,1,Research Scientist,Very High,4,Single,2693,8870,1,No,19,Excellent,3,Low,1,0,1,3,Good,2,1,0,0,0
276,37,No,Travel_Rarely,482,Research & Development,3,Bachelor,3,Other,689,High,3,Male,36,High,3,3,Manufacturing Director,High,3,Married,9434,9606,1,No,15,Excellent,3,High,3,1,10,2,Better,3,10,7,7,8
277,26,No,Travel_Rarely,775,Sales,29,College,2,Medical,618,Low,1,Male,45,High,3,2,Sales Executive,High,3,Divorced,4306,4267,5,No,12,Excellent,3,Low,1,2,8,5,Better,3,0,0,0,0
278,25,Yes,Travel_Frequently,599,Sales,24,Below College,1,Life Sciences,1273,High,3,Male,73,Low,1,1,Sales Representative,Very High,4,Single,1118,8040,1,Yes,14,Excellent,3,Very High,4,0,1,4,Better,3,1,0,1,0
279,45,No,Travel_Rarely,374,Sales,20,Bachelor,3,Life Sciences,2046,Very High,4,Female,50,High,3,2,Sales Executive,High,3,Single,4850,23333,8,No,15,Excellent,3,High,3,0,8,3,Better,3,5,3,0,1
280,34,No,Travel_Rarely,546,Research & Development,10,Bachelor,3,Life Sciences,934,Medium,2,Male,83,High,3,1,Laboratory Technician,Medium,2,Divorced,2008,6896,1,No,14,Excellent,3,Medium,2,2,1,3,Better,3,1,0,1,0
281,39,No,Travel_Rarely,835,Research & Development,19,Master,4,Other,1871,Very High,4,Male,41,High,3,2,Research Scientist,Very High,4,Divorced,3902,5141,8,No,14,Excellent,3,Medium,2,3,7,2,Better,3,2,2,2,2
282,29,No,Travel_Rarely,144,Sales,10,Below College,1,Marketing,463,Very High,4,Female,39,Medium,2,2,Sales Executive,Medium,2,Divorced,8268,11866,1,Yes,14,Excellent,3,Low,1,2,7,2,Better,3,7,7,1,7
283,30,No,Non-Travel,641,Sales,25,College,2,Technical Degree,475,Very High,4,Female,85,High,3,2,Sales Executive,High,3,Married,4736,6069,7,Yes,12,Excellent,3,Medium,2,1,4,2,Best,4,2,2,2,2
284,50,No,Travel_Rarely,813,Research & Development,17,Doctor,5,Life Sciences,1656,Very High,4,Female,50,Medium,2,3,Research Director,Low,1,Divorced,13269,21981,5,No,15,Excellent,3,High,3,3,19,3,Better,3,14,11,1,11
285,37,No,Travel_Rarely,446,Research & Development,1,Master,4,Life Sciences,635,Medium,2,Female,65,High,3,2,Manufacturing Director,Medium,2,Married,6447,15701,6,No,12,Excellent,3,Medium,2,1,8,2,Good,2,6,5,4,3
286,43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,3,Technical Degree,1767,High,3,Male,38,Medium,2,1,Research Scientist,High,3,Married,2437,15587,9,Yes,16,Excellent,3,Very High,4,1,6,4,Better,3,1,0,0,0
287,33,No,Travel_Rarely,931,Research & Development,14,Bachelor,3,Medical,252,Very High,4,Female,72,High,3,1,Research Scientist,Medium,2,Married,2756,4673,1,No,13,Excellent,3,Very High,4,1,8,5,Better,3,8,7,1,6
288,43,No,Travel_Rarely,823,Research & Development,6,Bachelor,3,Medical,1866,Low,1,Female,81,Medium,2,5,Manager,High,3,Married,19392,22539,7,No,13,Excellent,3,Very High,4,0,21,2,Better,3,16,12,6,14
289,42,No,Travel_Rarely,603,Research & Development,7,Master,4,Medical,1292,Medium,2,Female,78,Very High,4,2,Research Scientist,Medium,2,Married,2372,5628,6,Yes,16,Excellent,3,Very High,4,0,18,2,Better,3,1,0,0,0
290,51,No,Travel_Rarely,1405,Research & Development,11,College,2,Technical Degree,1367,Very High,4,Female,82,Medium,2,4,Manufacturing Director,Medium,2,Single,13142,24439,3,No,16,Excellent,3,Medium,2,0,29,1,Good,2,5,2,0,3
291,45,No,Travel_Rarely,538,Research & Development,1,Master,4,Technical Degree,1553,Low,1,Male,66,High,3,3,Healthcare Representative,Medium,2,Divorced,7441,20933,1,No,12,Excellent,3,Low,1,3,10,4,Better,3,10,8,7,7
292,40,No,Travel_Rarely,804,Research & Development,2,Below College,1,Medical,763,Very High,4,Female,86,Medium,2,1,Research Scientist,Very High,4,Single,2342,22929,0,Yes,20,Outstanding,4,Very High,4,0,5,2,Good,2,4,2,2,3
293,42,No,Travel_Rarely,1147,Human Resources,10,Bachelor,3,Human Resources,1408,High,3,Female,31,High,3,4,Manager,Low,1,Married,16799,16616,0,No,14,Excellent,3,High,3,1,21,5,Better,3,20,7,0,9
294,49,No,Travel_Rarely,809,Research & Development,1,Bachelor,3,Life Sciences,1677,High,3,Male,36,High,3,4,Manager,High,3,Single,15379,22384,4,No,14,Excellent,3,Low,1,0,23,2,Better,3,8,7,0,0
295,20,Yes,Travel_Rarely,1097,Research & Development,11,Bachelor,3,Medical,1016,Very High,4,Female,98,Medium,2,1,Research Scientist,Low,1,Single,2600,18275,1,Yes,15,Excellent,3,Low,1,0,1,2,Better,3,1,0,0,0
296,33,No,Travel_Rarely,922,Research & Development,1,Doctor,5,Medical,612,Low,1,Female,95,Very High,4,4,Research Director,High,3,Divorced,16184,22578,4,No,19,Excellent,3,High,3,1,10,2,Better,3,6,1,0,5
297,40,No,Travel_Rarely,1300,Research & Development,24,College,2,Technical Degree,335,Low,1,Male,62,High,3,2,Research Scientist,Very High,4,Divorced,3319,24447,1,No,17,Excellent,3,Low,1,2,9,3,Better,3,9,8,4,7
298,34,No,Travel_Rarely,204,Sales,14,Bachelor,3,Technical Degree,666,High,3,Female,31,High,3,1,Sales Representative,High,3,Divorced,2579,2912,1,Yes,18,Excellent,3,Very High,4,2,8,3,Better,3,8,2,0,6
299,40,No,Travel_Frequently,692,Research & Development,11,Bachelor,3,Technical Degree,1985,Very High,4,Female,73,High,3,2,Laboratory Technician,High,3,Married,6323,26849,1,No,11,Excellent,3,Low,1,1,10,2,Best,4,10,9,9,4
300,29,Yes,Travel_Rarely,428,Sales,9,Bachelor,3,Marketing,1752,Medium,2,Female,52,Low,1,1,Sales Representative,Medium,2,Single,2760,14630,1,No,13,Excellent,3,High,3,0,2,3,Better,3,2,2,2,2
301,39,No,Travel_Rarely,1253,Research & Development,10,Below College,1,Medical,1800,High,3,Male,65,High,3,3,Research Director,High,3,Single,13464,7914,7,No,21,Outstanding,4,High,3,0,9,3,Better,3,4,3,2,2
302,28,No,Travel_Rarely,1217,Research & Development,1,Bachelor,3,Medical,1834,High,3,Female,67,High,3,1,Research Scientist,Low,1,Married,3591,12719,1,No,25,Outstanding,4,High,3,1,3,3,Better,3,3,2,1,2
303,50,No,Travel_Frequently,1246,Human Resources,3,Bachelor,3,Medical,644,Low,1,Male,99,High,3,5,Manager,Medium,2,Married,18200,7999,1,No,11,Excellent,3,High,3,1,32,2,Better,3,32,5,10,7
304,26,Yes,Travel_Frequently,342,Research & Development,2,Bachelor,3,Life Sciences,1053,Low,1,Male,57,High,3,1,Research Scientist,Low,1,Married,2042,15346,6,Yes,14,Excellent,3,Medium,2,1,6,2,Better,3,3,2,1,2
305,37,No,Travel_Rarely,161,Research & Development,10,Bachelor,3,Life Sciences,2017,High,3,Female,42,Very High,4,3,Research Director,Very High,4,Married,13744,15471,1,Yes,25,Outstanding,4,Low,1,1,16,2,Better,3,16,11,6,8
306,36,No,Travel_Rarely,1351,Research & Development,26,Master,4,Life Sciences,1682,Low,1,Male,80,High,3,2,Healthcare Representative,High,3,Married,5347,7419,6,No,14,Excellent,3,Medium,2,2,10,2,Good,2,3,2,0,2
307,31,No,Travel_Rarely,1232,Research & Development,7,Master,4,Medical,462,High,3,Female,39,High,3,3,Manufacturing Director,Very High,4,Single,7143,25713,1,Yes,14,Excellent,3,High,3,0,11,2,Good,2,11,9,4,10
308,37,No,Travel_Rarely,1189,Sales,3,Bachelor,3,Life Sciences,152,High,3,Male,87,High,3,3,Sales Executive,Very High,4,Single,7428,14506,2,No,12,Excellent,3,Low,1,0,12,3,Better,3,5,3,1,3
309,31,No,Travel_Rarely,616,Research & Development,12,Bachelor,3,Medical,961,Very High,4,Female,41,High,3,2,Healthcare Representative,Very High,4,Married,5855,17369,0,Yes,11,Excellent,3,High,3,2,10,2,Bad,1,9,7,8,5
310,48,No,Travel_Rarely,492,Sales,16,Master,4,Life Sciences,1557,High,3,Female,96,High,3,2,Sales Executive,High,3,Divorced,6439,13693,8,No,14,Excellent,3,High,3,1,18,2,Better,3,8,7,7,7
311,26,Yes,Travel_Rarely,920,Human Resources,20,College,2,Medical,1818,Very High,4,Female,69,High,3,1,Human Resources,Medium,2,Married,2148,6889,0,Yes,11,Excellent,3,High,3,0,6,3,Better,3,5,1,1,4
312,33,No,Travel_Rarely,134,Research & Development,2,Bachelor,3,Life Sciences,242,High,3,Male,90,High,3,1,Research Scientist,Very High,4,Single,2500,10515,0,No,14,Excellent,3,Low,1,0,4,2,Best,4,3,1,0,2
313,51,No,Travel_Rarely,833,Research & Development,1,Bachelor,3,Life Sciences,353,High,3,Male,96,High,3,1,Research Scientist,Very High,4,Married,2723,23231,1,No,11,Excellent,3,Medium,2,0,1,0,Good,2,1,0,0,0
314,30,Yes,Travel_Frequently,448,Sales,12,Master,4,Life Sciences,648,Medium,2,Male,74,Medium,2,1,Sales Representative,Low,1,Married,2033,14470,1,No,18,Excellent,3,High,3,1,1,2,Best,4,1,0,0,0
315,39,No,Travel_Rarely,722,Sales,24,Below College,1,Marketing,2056,Medium,2,Female,60,Medium,2,4,Sales Executive,Very High,4,Married,12031,8828,0,No,11,Excellent,3,Low,1,1,21,2,Good,2,20,9,9,6
316,34,Yes,Travel_Frequently,658,Research & Development,7,Bachelor,3,Life Sciences,147,Low,1,Male,66,Low,1,2,Laboratory Technician,High,3,Single,6074,22887,1,Yes,24,Outstanding,4,Very High,4,0,9,3,Better,3,9,7,0,6
317,30,No,Non-Travel,1400,Research & Development,3,Bachelor,3,Life Sciences,562,High,3,Male,53,High,3,1,Laboratory Technician,Very High,4,Married,2097,16734,4,No,15,Excellent,3,High,3,1,9,3,Bad,1,5,3,1,4
318,34,No,Travel_Rarely,1480,Sales,4,Bachelor,3,Life Sciences,1882,High,3,Male,64,High,3,3,Sales Executive,Very High,4,Married,9713,24444,2,Yes,13,Excellent,3,Very High,4,3,9,3,Better,3,5,3,1,0
319,28,Yes,Travel_Rarely,529,Research & Development,2,Master,4,Life Sciences,364,Low,1,Male,79,High,3,1,Laboratory Technician,High,3,Single,3485,14935,2,No,11,Excellent,3,High,3,0,5,5,Bad,1,0,0,0,0
320,22,No,Non-Travel,1123,Research & Development,16,College,2,Medical,22,Very High,4,Male,96,Very High,4,1,Laboratory Technician,Very High,4,Divorced,2935,7324,1,Yes,13,Excellent,3,Medium,2,2,1,2,Good,2,1,0,0,0
321,47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,3,Life Sciences,1716,High,3,Male,82,Low,1,4,Sales Executive,High,3,Married,12936,24164,7,No,11,Excellent,3,High,3,0,25,3,Bad,1,23,5,14,10
322,34,No,Travel_Rarely,419,Research & Development,7,Master,4,Life Sciences,28,Low,1,Female,53,High,3,3,Research Director,Medium,2,Single,11994,21293,0,No,11,Excellent,3,High,3,0,13,4,Better,3,12,6,2,11
323,45,No,Non-Travel,589,Sales,2,Master,4,Life Sciences,1845,High,3,Female,67,High,3,2,Sales Executive,High,3,Married,5154,19665,4,No,22,Outstanding,4,Medium,2,2,10,3,Best,4,8,7,5,7
324,22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,1,Medical,1783,High,3,Female,79,High,3,1,Laboratory Technician,Low,1,Married,2398,15999,1,Yes,17,Excellent,3,High,3,0,1,6,Better,3,1,0,0,0
325,29,No,Travel_Rarely,1090,Sales,10,Bachelor,3,Marketing,766,Very High,4,Male,83,High,3,1,Sales Representative,Medium,2,Divorced,2297,17967,1,No,14,Excellent,3,Very High,4,2,2,2,Better,3,2,2,2,2
326,49,No,Non-Travel,1002,Research & Development,18,Master,4,Life Sciences,275,Very High,4,Male,92,High,3,2,Manufacturing Director,Very High,4,Divorced,6804,23793,1,Yes,15,Excellent,3,Low,1,2,7,0,Better,3,7,7,1,7
327,36,No,Non-Travel,1105,Research & Development,24,Master,4,Life Sciences,419,Medium,2,Female,47,High,3,2,Laboratory Technician,Medium,2,Married,5674,6927,7,No,15,Excellent,3,High,3,1,11,3,Better,3,9,8,0,8
328,32,No,Non-Travel,1200,Research & Development,1,Master,4,Technical Degree,1574,Very High,4,Male,62,High,3,2,Research Scientist,Low,1,Married,4087,25174,4,No,14,Excellent,3,Medium,2,1,9,3,Good,2,6,5,1,2
329,46,No,Travel_Rarely,228,Sales,3,Bachelor,3,Life Sciences,1527,High,3,Female,51,High,3,4,Manager,Medium,2,Married,16606,11380,8,No,12,Excellent,3,Very High,4,1,23,2,Best,4,13,12,5,1
330,48,Yes,Travel_Rarely,626,Research & Development,1,College,2,Life Sciences,64,Low,1,Male,98,Medium,2,3,Laboratory Technician,High,3,Single,5381,19294,9,Yes,13,Excellent,3,Very High,4,0,23,2,Better,3,1,0,0,0
331,33,No,Travel_Rarely,213,Research & Development,7,Bachelor,3,Medical,817,High,3,Male,49,High,3,3,Research Director,High,3,Married,11691,25995,0,No,11,Excellent,3,Very High,4,0,14,3,Best,4,13,9,3,7
332,53,No,Non-Travel,661,Research & Development,1,Master,4,Medical,1775,Low,1,Female,60,Medium,2,4,Manufacturing Director,High,3,Married,12965,22308,4,Yes,20,Outstanding,4,Very High,4,3,27,2,Good,2,3,2,0,2
333,31,No,Travel_Rarely,196,Sales,29,Master,4,Marketing,1784,Low,1,Female,91,Medium,2,2,Sales Executive,Very High,4,Married,5468,13402,1,No,14,Excellent,3,Low,1,2,13,3,Better,3,12,7,5,7
334,28,No,Travel_Rarely,736,Sales,26,Bachelor,3,Life Sciences,1387,High,3,Male,48,Medium,2,2,Sales Executive,Low,1,Married,4724,24232,1,No,11,Excellent,3,High,3,1,5,0,Better,3,5,3,0,4
335,34,Yes,Travel_Frequently,296,Sales,6,College,2,Marketing,555,Very High,4,Female,33,Low,1,1,Sales Representative,High,3,Divorced,2351,12253,0,No,16,Excellent,3,Very High,4,1,3,3,Good,2,2,2,1,0
336,54,No,Travel_Frequently,966,Research & Development,1,Master,4,Life Sciences,1245,Very High,4,Female,53,High,3,3,Manufacturing Director,High,3,Divorced,10502,9659,7,No,17,Excellent,3,Low,1,1,33,2,Bad,1,5,4,1,4
337,37,No,Travel_Rarely,571,Research & Development,10,Below College,1,Life Sciences,802,Very High,4,Female,82,High,3,1,Research Scientist,Low,1,Divorced,2782,19905,0,Yes,13,Excellent,3,Medium,2,2,6,3,Good,2,5,3,4,3
338,32,No,Travel_Frequently,1316,Research & Development,2,College,2,Life Sciences,1235,Very High,4,Female,38,High,3,2,Research Scientist,High,3,Single,4998,2338,4,Yes,14,Excellent,3,Very High,4,0,10,2,Better,3,8,7,0,7
339,31,Yes,Travel_Rarely,359,Human Resources,18,Doctor,5,Human Resources,1842,Very High,4,Male,89,Very High,4,1,Human Resources,Low,1,Married,2956,21495,0,No,17,Excellent,3,High,3,0,2,4,Better,3,1,0,0,0
340,58,No,Travel_Rarely,605,Sales,21,Bachelor,3,Life Sciences,1938,Very High,4,Female,72,High,3,4,Manager,Very High,4,Married,17875,11761,4,Yes,13,Excellent,3,High,3,1,29,2,Good,2,1,0,0,0
341,43,No,Travel_Rarely,177,Research & Development,8,Bachelor,3,Life Sciences,920,Low,1,Female,55,High,3,2,Manufacturing Director,Medium,2,Divorced,4765,23814,4,No,21,Outstanding,4,High,3,1,4,2,Best,4,1,0,0,0
342,57,No,Travel_Rarely,210,Sales,29,Bachelor,3,Marketing,568,Low,1,Male,56,Medium,2,4,Manager,Very High,4,Divorced,14118,22102,3,No,12,Excellent,3,High,3,1,32,3,Good,2,1,0,0,0
343,46,No,Travel_Rarely,488,Sales,2,Bachelor,3,Technical Degree,363,High,3,Female,75,Low,1,4,Manager,Medium,2,Married,16872,14977,3,Yes,12,Excellent,3,Medium,2,1,28,2,Good,2,7,7,7,7
344,24,Yes,Travel_Rarely,984,Research & Development,17,College,2,Life Sciences,1219,Very High,4,Female,97,High,3,1,Laboratory Technician,Medium,2,Married,2210,3372,1,No,13,Excellent,3,Low,1,1,1,3,Bad,1,1,0,0,0
345,35,Yes,Travel_Frequently,880,Sales,12,Master,4,Other,1667,Very High,4,Male,36,High,3,2,Sales Executive,Very High,4,Single,4581,10414,3,Yes,24,Outstanding,4,Low,1,0,13,2,Best,4,11,9,6,7
346,23,Yes,Travel_Rarely,427,Sales,7,Bachelor,3,Life Sciences,1702,High,3,Male,99,High,3,1,Sales Representative,Very High,4,Divorced,2275,25103,1,Yes,21,Outstanding,4,Medium,2,1,3,2,Better,3,3,2,0,2
347,31,No,Travel_Rarely,1154,Sales,2,College,2,Life Sciences,1996,Low,1,Male,54,High,3,1,Sales Representative,High,3,Married,3067,6393,0,No,19,Excellent,3,High,3,1,3,1,Better,3,2,2,1,2
348,39,No,Travel_Rarely,1089,Research & Development,6,Bachelor,3,Life Sciences,1525,Medium,2,Female,32,High,3,3,Manufacturing Director,Medium,2,Single,8376,9150,4,No,18,Excellent,3,Very High,4,0,9,3,Better,3,2,0,2,2
349,26,No,Travel_Rarely,683,Research & Development,2,Below College,1,Medical,1407,Low,1,Male,36,Medium,2,1,Research Scientist,Very High,4,Single,3904,4050,0,No,12,Excellent,3,Very High,4,0,5,2,Better,3,4,3,1,1
